"","NAME","Equus","Coelodonta","Bos","Gazella","Ursus","Vulpes","Cervus","Canis","Sus","Homo","Rupicapra","Panthera","Stephanorhinus","Capra","Meles","Mustela","Lepus","Capreolus","Myospalax","Ochotona","Microtus","Talpa","Rangifer","Glis","Sorex","Cricetulus","Sinotherium","Mimomys","Gigantocamelus","Anancus","Promimomys","Orientalomys","Meriones","Villanyia","Palaeoloxodon","Phanourios","Castor","Alces","Martes","Lutra","Erinaceus","Homotherium","Mammuthus","Bison","Pachycrocuta","Spermophilus","Vormela","Hippopotamus","Sinoreas","Marmota","Praemegaceros","Felis","Cricetus","Arvicola","Chionomys","Prometheomys","Apodemus","Myomimus","Gazellospira","Castillomys","Petenyia","Beremendia","Eliomys","Leptobos","Praeovibos","Eucladoceros","Paradolichopithecus","Prolagus","Lynx","Procamptoceras","Desmana","Kislangia","Stephanomys","Metacervocerus","Myosorex","Galemys","Allactaga","Allocricetus","Borsodia","Prolagurus","Eolagurus","Terricola","Hexaprotodon","Pelorovis","Oryx","Crocuta","Spalax","Lagurus","Ellobius","Saiga","Gulo","Alopex","Nyctereutes","Macaca","Hydropotes","Hyaena","Pseudaxis","Ovis","Megaloceros","Pontoceros","Megantereon","Soergelia","Lagurodon","Hemitragus","Arvernoceros","Xenocyon","Blarinoides","Lemmus","Dama","Muscardinus","Glirulus","Micromys","Deinsdorfia","Germanomys","Hypolagus","Asoriculus","Elephas","Hystrix","Cuon","Rhinolophus","Myotis","Pliomys","Oryctolagus","Miniopterus","Barbastella","Allophaiomys","Dolinasorex","Plecotus","Neomys","Ovibos","Crocidura","Pannonictis","Drepanosorex","Eucladoceros.Megaloceros","Baranogale","Sciurus","Ungaromys","Clethrionomys","Soricella","Camelus","Mesocricetus","Stegodon","Megatapirus","Neofelis","Arctonyx","Capricornis","Elaphodus","Leopoldamys","Bubalus","Pseudois","Rhizomys","Dicerorhinus","Catopuma","Ailuropoda","Sinomegaceros","Proboscidipparion","Tapirus","Rhinoceros","Pongo","Hylobates","Atherurus","Muntiacus","Axis","Helarctos","Naemorhedus","Sinomastodon","Victoriamys","Sicista","Dicrostonyx","Moschus","Paguma","Propotamochoerus","Cervavitus","Budorcas","Gigantopithecus","Trachypithecus","Rhinopithecus","Trogontherium","Mus","Dryomys","Acinonyx","Plesiohipparion","Hooijeromys","Paracamelus","Parapodemus","Rhagamys","Tyrrhenicola","Rhagapodemus","Cynotherium","Spirocerus","Myopus","Stegolophodon","Shikamainosorex","Prosiphneus","Batomys","Apomys","Nesiotites","Pseudodama","Cyrnolutra","Episoriculus","Zygolophodon","Procapra","Ochotonoides","Bahomys","Monosaulax","Pliocrocuta","Croizetoceros","Gallogoral","Megalovis","Potamochoerus","Melogale","Nomascus","Dicoryphochoerus","Hippopotamodon","Scaptochirus","Hesperotherium","Rusa","Viverra","Hipparion","Nestoritherium","Procynocephalus","Procapreolus","Rattus","Chiropodomys","Duboisia","Antilope","Theropithecus","Puma","Chasmaporthetes","Palaeotragus","Kowalskia","Trischizolagus","Huaxiamys","Chardinomys","Karnimata","Saidomys","Heterosorex","Lunanosorex","Dipus","Quyania","Nannocricetus","Sinocricetus","Pseudomeriones","Paralactaga","Mesosiphneus","Pliosiphneus","Paenelimnoecus","Tadarida","Anourosorex","Eptesicus","Viverravus","Soriculus","Murina","Hipposideros","Viverricula","Rhizomyides","Bibos","Poephagus","Libralces","Algarolutra","Megalenhydris","Sardolutra","Alcelaphus","Gerbillus","Kolpochoerus","Paramachaerodus","Metacervulus","Blarinella","Chimarrogale","Pteromys","Trogopterus","Eutamias","Lasiopodomys","Mustelavus","Aeretes","Megaceroides","Vespertiliavus","Bandicota","Trilophomys","Parahyaena","Mitilanotherium","Niviventer","Hapalomys","Prionailurus","Szechuanopithecus","Parameles","Pygathrix","Petaurista","Hemiechinus","Alactagulus","Myotragus","Insulotragus","Paradoxurus","Semnopithecus","Ailurus","Eothenomys","Tamias","Huananomys","Elaphurus","Manis","Arctogalidia","Aonyx","Tragulus","Nycticebus","Amblonyx","Belomys","Ancylotherium","Tragelaphus","Lycaon","Tetraceros","Boselaphus","Synaptomys","Hemibos","Mogera","Presbytis","Crociduradracula","Spermophilinus","Pachygazella","Antilospira","Elasmotherium","Boopsis","Sciurotamias","Sivapanthera","Sericolagus","Episiphneus","Diplothrix","Protoryx","Macrotragus","Enhydrictis","Sulimskia","Neurotrichus","Pliolagus","Dolomys","Urotrichus","Geotrypus","Jordanomys","Cervalces","Lutrogale","Epileptobos","Kalymnomys","Cynogale","Euryceros","Itanzatherium","Proochotona","Baranomys","Pliolagomys","Plioscirtopoda","Megaceros","Vespertilio","Papio","Cynocephalus","Melursus","Cervulus","Macroneomys","Giraffa","Papagomys","Paulamys","Komodomys","Spelaeomys","Haploidoceros","Nipponicervus","Dorcabune","Postschizotherium","Aepyosciurus","Eirictis","Callosciurus","Hylomys","Uropsilus","Hyperacrius","Typhlomys","Vernaya","Wushanomys","Tamiops","Scaptonyx","Prionodon","Suncus","Pipistrellus","Talpavus","Ratufa","Pteropus","Archaeodesmana","Ia","Dinaromys","Nesogoral","Asoletragus","Lophocricetus","Neotetracus","Machairodus","Tatera","Arctictis","Tupaia","Rheithrosciurus","Sundasciurus","Chilotherium","Cromeromys","Yangia","Phodopus","Plesiaceratherium","Brevilagus","Metailurus","Pliospalax","Scirtopoda","Pygeretmus","Megaderma","Hylopetes","Cynopterus","Eonycteris","Emballonura","Maxomys","Millardia","Pliotragus","Leukaristomys","Alticola","Nyctalus","Echinosorex","Brachypotherium","Muva","Eucyon","Euthyceros","Alilepus","Proboselaphus","Hypselephas","Cannomys","Chiromyscus","Menetes","Vandeleuria","Scotomanes","Estramomys","Merycopotamus","Parabubalis","Mececyon","Herpestes","Sivatherium","Ammotragus","Mafia","Scalopoides","Indarctos","Chodsigoa","Lufengpithecus","Homoiodorcas","Trifurcatoceros","Cercopithecus","Euarctos","Paracervulus","Eostyloceros","Cervocerus","Antispiroides","Sinoryx","Prospalax","Pliopetaurista","Predicrostonyx","Boocercus","LAT","LONG","ALTITUDE","MAX_AGE","BFA_MAX","BFA_MAX_ABS","MIN_AGE","BFA_MIN","BFA_MIN_ABS","COUNTRY","age_range","Gen_Count","Large_GenCount","LargeHerb_GenCount","LargeNonherb_GenCount","Large_Herbprop","Small_GenCount","SmallHerb_GenCount","SmallNonherb_GenCount","Small_Herbprop","smallperlarge","smallprop","Herb_GenCount","Nonherb_GenCount","DietRatio","HerbProp","mid_age"
"508","Reilingen",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2944,8.5733,"\N",0.3,"ois8","\N",0.243,"ois8","\N","Germany",0.057,14,14,11,2,0.785714285714286,0,0,0,NA,0,0,11,2,5.5,0.785714285714286,0.2715
"509","Rhenen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.967,5.567,"\N",0.25585,"oldenburgian","\N",0.0117,"oldenburgian","\N","Netherlands",0.24415,5,0,0,0,NA,5,2,3,0.4,Inf,1,2,3,0.666666666666667,0.4,0.133775
"510","Ridala",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,23,"\N",0.0117,"holocene","\N",0,"holocene","\N","Estonia",0.0117,4,4,2,2,0.5,0,0,0,NA,0,0,2,2,1,0.5,0.00585
"511","Rivoli Veronese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.53333333,10.8,"\N",1.9,"oldstylepleistocene","\N",0.0117,"oldstylepleistocene","\N","Italy",1.8883,4,0,0,0,NA,4,4,0,1,Inf,1,4,0,Inf,1,0.95585
"512","Rocca Neyra",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.55,3.217,"\N",2.5,"\N","K/Ar",2.5,"\N","K/Ar","France",0,11,11,7,4,0.636363636363636,0,0,0,NA,0,0,7,4,1.75,0.636363636363636,2.5
"513","RS1 (Palawan)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,117.971,"\N",0.1,"\N","absolute",0,"\N","absolute","Philippines",0.1,4,0,0,0,NA,4,1,3,0.25,Inf,1,1,3,0.333333333333333,0.25,0.05
"514","RS2 (Palawan)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,117.971,"\N",0.1,"\N","absolute",0,"\N","absolute","Philippines",0.1,6,2,2,0,1,4,2,2,0.5,2,0.666666666666667,4,2,2,0.666666666666667,0.05
"515","Ruoergai_Tangke",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,102.4166667,"\N",0.023,"\N","C14",0.022,"\N","C14","China",0.001,4,4,4,0,1,0,0,0,NA,0,0,4,0,Inf,1,0.0225
"516","Ryigikiula 1",0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,28,"\N",0.0117,"holocene","\N",0,"holocene","\N","Estonia",0.0117,13,12,6,6,0.5,1,0,1,0,0.0833333333333333,0.0769230769230769,6,7,0.857142857142857,0.461538461538462,0.00585
"517","Ryigikiula 2",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,28,"\N",0.0117,"holocene","\N",0,"holocene","\N","Estonia",0.0117,8,7,4,3,0.571428571428571,1,0,1,0,0.142857142857143,0.125,4,4,1,0.5,0.00585
